Name,Gender,Eye Color,Hair Color,Superpowers,Weakness,Alignment,Status,Identity,Race,Skin Color,Can_Fly,Has_Claws,Healing_Factor,Uses_Magic,Wears_Armor,Super_Strength,Telepathy,Super_Speed,Shoots_Webs,Vulnerable_to_Magic,Vulnerable_to_Physical,Vulnerable_to_Energy,Is_Marvel,Is_DC,Is_X_Men,Is_Avenger,Is_Batman_Family,Is_Spider_Man_Family,Is_Fantastic_Four
Patricia Walker (Earth-616),Female,Blue,Red,"'''Artificially Enhanced Physiology:''' Originally the Cat costume was designed to enhance the natural prowess of any woman who wore it. Over time, Patsy discovered that her physical abilities remained heightened even outside of her Cat costume. Since her resurrection, Patsy Walker has acquired enhanced level of physical prowess, including strength, speed, agility, endurance, and reflexes. , ''':''' Patsy is superhumanly strong and can lift up to 1 ton., ''':''' Patsy's stamina has also been enh",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
Human Torch (Android) (Earth-616),Male,Blue,Blond,"200px|right|thumb|The Torch bursts into flame, '''Synthezoid Physiology:''' Created by Dr. Phineas Horton, the Human Torch is a near-perfect replica of a human being and has the capacity for creative intelligence and unlimited self-motivated activity. His physiology allows him to eat, sleep and otherwise engage in human activity. His body is formed of ""Horton Cells,"" made of long-chain plastic/carbon polymers. These artificial cells make the entirety of his body and transform oxygen into energy ",Human mortality / Physical trauma,Good,Living,Public Identity,Human / Radiation,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Loki Laufeyson (Earth-616),Genderfluid,Green,Black,"'''Frost Giant/Asgardian Physiology:''' Loki is a Frost Giant with Asgardian attributes. As such, he possesses the conventional attributes of an Asgardian God, albeit at a higher level., ''':''' Loki, without the aid of anything, through his own biology, possesses superhuman strength that is substantially superior to that of an average Asgardian male. He possesses sufficient physical strength to lift up to 50 tons. It is possible, however, that he can further increase his strength through mystic",Human mortality / Physical trauma,Neutral,Living,No Dual Identity,Human,White,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Franklin Nelson (Earth-616),Male,Blue,Bald / No Hair,"| Abilities               =  '''Legal knowledge:''' Foggy possesses a comprehensive legal knowledge base, rooted in his expertise across multiple domains of law. As a Colombia University educated lawyer he is proficient in criminal law, civil litigation, and contract law, he navigates legal intricacies with finesse. Nelson's adept understanding of constitutional principles enhances his legal arguments and strategies. His strong research skills enable him to delve into case law and interpret stat",Human mortality / Physical trauma,Good,Living,No Dual Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Brian Braddock (Earth-616),Male,Blue,Blond,"'''Interdimensional Energy Conduit:''' Braddock's abilities are powered by interdimensional energies which are concentrated around the British Isles of each reality and also in Otherworld; moving too far away from the field will cause eventual power loss unless a power-enhancing costume is worn. After being lost in the timestream for a while, Brian briefly had precognitive flashes, though these eventually abated. For a time, all of his abilities were localized to Britain; if he went abroad for t",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Otto Octavius (Earth-616),Male,Hazel,Brown,"150px|thumb|right|Doctor Octopus' tentacles, '''Cybernetic Tentacles:''' Doctor Octopus' superhuman abilities derive from the four mentally-controlled, electronically-powered, telescoping, prehensile titanium-steel tentacles attached to a stainless steel harness encircling his body from lower chest to waist. Each tentacle, approximately five inches in diameter, terminates in three single-jointed pincers. The pincers are able to rotate in relation to the arm for 360 degrees, in a screwdriver-like",Human mortality / Physical trauma,Neutral,Deceased,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
James Rhodes (Earth-616),Male,Brown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Timothy Dugan (Earth-616),Male,Blue,Red,"'''Life Model Decoy Body:''' While Dugan's real body is still alive, his mind is projected into Life Model Decoys, which grants him the capabilities of these robots, including increased strength and durability. Dugan's LMDs are mixed with alien technology, making them more advanced than standard LMDs. Additionally, if Dugan's body is compromised beyond repair, his consciousness is automatically transferred to a spare LMD; he has at least 150. Several LMDs can also be deployed at once, turning Du",Human mortality / Physical trauma,Good,Deceased,Public Identity,Human,White,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Crystalia Amaquelin (Earth-616),Female,Green,Strawberry Blond,"'''Inhuman Metabolism''': Besides strength, Crystal possesses certain physical skills superior to those of human athletes. Her Inhuman metabolism affords her slightly greater reaction time, endurance, and speed than the human race's most perfect physical specimen., '''''', '''Enhanced Endurance''', '''''', '''''', ''':''' Crystal possesses the ability to mentally manipulate the four classical elements: fire, water, earth, and air. She does so by means of a psionic interaction with the substances",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False
Samuel Wilson (Earth-616),Male,Brown,Black,"Sam Wilson is a bird aficionado with different skills that enable him to combat inequality and fight for justice as Captain America. Having been altered by the reality-shaping properties of the Cosmic Cube, Wilson was empathically bonded with Redwing, his pet falcon. This connection has expanded to any form of avian life. As such, Sam Wilson is able to communicate, share his mind with, influence, and control any species of bird. He is also an expert fighter, having been intensely trained by the ",Human mortality / Physical trauma,Good,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Wilson Fisk (Earth-616),Male,Blue,Bald / No Hair,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Bad,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Odin Borson (Earth-616),Male,Blue,White,"'''Asgardian Physiology:''' Odin possessed all the conventional attributes of an Asgardian God. However, as the king of the Asgardians, many of these attributes were significantly superior than those possessed by the majority of his race. Thanos employing the Infinity Gauntlet ranked Odin at the same power level of Zeus and Galactus. Odin's might was further reputed to be somewhat comparable to Galactus' own, whose brute power in standard conditions is at least universal level.,  ''':''' In spit",Human mortality / Physical trauma,Neutral,Living,Public Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
Deadpool (Wade Wilson),Male,Brown,Bald / No Hair,"Immortal healing factor, Master swordsmanship & marksmanship, Wall-breaking",Human mortality / Physical trauma,Neutral,Living,Secret Identity,Mutant,White,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
Dane Whitman (Earth-616),Male,Brown,Brown,"Enhanced Physical Capabilities, Combat Skills",Human mortality / Physical trauma,Good,Living,Secret Identity,Human,White,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
